Anon Student Id	Problem Name	Step Name	First Transaction Time	First Attempt	KC (Topics)	Opportunity (Topics)	KC (Skills)	Opportunity (Skills)
Stu_08	Percents-P4	step-1	2024-03-01 09:28:48	correct	percents	4	percents-a	1
Stu_08	Decimals-P3	step-1	2024-03-01 09:31:34	correct	decimals	1	decimals-b	1
Stu_08	Ratios-P5	step-1	2024-03-01 09:35:54	correct	ratios	2	ratios-c	2
Stu_08	Fractions-P5	step-1	2024-03-01 09:40:22	correct	fractions	5	fractions-c	3
Stu_08	Ratios-P2	step-2	2024-03-01 09:42:26	incorrect	ratios	3	ratios-a	1
Stu_08	Decimals-P2	step-2	2024-03-01 09:43:13	correct	decimals	2	decimals-a	1
Stu_08	Decimals-P5	step-1	2024-03-01 09:47:59	incorrect	decimals	3	decimals-c	1
Stu_08	Fractions-P1	step-1	2024-03-01 09:52:23	correct	fractions	6	fractions-a	2
Stu_08	Percents-P5	step-2	2024-03-01 09:53:56	correct	percents	5	percents-a	2
Stu_08	Decimals-P1	step-1	2024-03-01 09:56:05	correct	decimals	4	decimals-a	2
Stu_08	Decimals-P2	step-1	2024-03-01 09:58:18	correct	decimals	5	decimals-c	2
Stu_08	Fractions-P5	step-2	2024-03-01 09:59:59	correct	fractions	7	fractions-a	3
Stu_08	Percents-P5	step-1	2024-03-01 10:04:53	correct	percents	6	percents-c	2
Stu_08	Ratios-P1	step-1	2024-03-01 10:07:25	incorrect	ratios	4	ratios-a	2
Stu_08	Fractions-P3	step-1	2024-03-01 10:09:43	correct	fractions	8	fractions-b	2
Stu_08	Fractions-P4	step-2	2024-03-01 10:10:24	correct	fractions	9	fractions-b	3
Stu_08	Ratios-P2	step-1	2024-03-01 10:11:42	correct	ratios	5	ratios-c	3
Stu_08	Percents-P2	step-2	2024-03-01 10:12:34	correct	percents	7	percents-a	3
Stu_08	Percents-P1	step-1	2024-03-01 10:15:38	incorrect	percents	8	percents-a	4
Stu_08	Decimals-P3	step-2	2024-03-01 10:18:44	correct	decimals	6	decimals-c	3
Stu_08	Percents-P2	step-1	2024-03-01 10:21:59	correct	percents	9	percents-c	3
Stu_08	Ratios-P4	step-2	2024-03-01 10:25:03	correct	ratios	6	ratios-b	1
Stu_08	Fractions-P2	step-2	2024-03-01 10:25:52	correct	fractions	10	fractions-a	4
Stu_08	Ratios-P5	step-2	2024-03-01 10:29:58	correct	ratios	7	ratios-a	3
Stu_08	Ratios-P4	step-1	2024-03-01 10:32:31	correct	ratios	8	ratios-a	4
Stu_08	Percents-P1	step-2	2024-03-01 10:35:38	correct	percents	10	percents-b	3
Stu_08	Decimals-P1	step-2	2024-03-01 10:38:32	correct	decimals	7	decimals-b	2
Stu_08	Decimals-P4	step-1	2024-03-01 10:41:49	correct	decimals	8	decimals-a	3
Stu_08	Ratios-P1	step-2	2024-03-01 10:46:01	correct	ratios	9	ratios-b	2
Stu_08	Decimals-P4	step-2	2024-03-01 10:48:58	correct	decimals	9	decimals-b	3
Stu_08	Decimals-P5	step-2	2024-03-01 10:51:19	correct	decimals	10	decimals-a	4
Stu_08	Ratios-P3	step-1	2024-03-01 10:53:01	correct	ratios	10	ratios-b	3
Stu_09	Ratios-P4	step-1	2024-03-02 09:03:52	correct	ratios	1	ratios-a	1
Stu_09	Fractions-P5	step-1	2024-03-02 09:05:32	incorrect	fractions	1	fractions-c	1
Stu_09	Decimals-P2	step-2	2024-03-02 09:07:25	incorrect	decimals	1	decimals-a	1
Stu_09	Ratios-P2	step-2	2024-03-02 09:10:05	correct	ratios	2	ratios-a	2
Stu_09	Decimals-P1	step-1	2024-03-02 09:14:30	correct	decimals	2	decimals-a	2
Stu_09	Fractions-P4	step-1	2024-03-02 09:17:43	correct	fractions	2	fractions-a	1
Stu_09	Decimals-P1	step-2	2024-03-02 09:21:11	incorrect	decimals	3	decimals-b	1
Stu_09	Decimals-P4	step-2	2024-03-02 09:23:55	correct	decimals	4	decimals-b	2
Stu_09	Fractions-P3	step-2	2024-03-02 09:25:02	correct	fractions	3	fractions-c	2
Stu_09	Ratios-P3	step-2	2024-03-02 09:29:23	correct	ratios	3	ratios-c	1
Stu_09	Ratios-P4	step-2	2024-03-02 09:30:51	correct	ratios	4	ratios-b	1
Stu_09	Percents-P5	step-2	2024-03-02 09:32:22	incorrect	percents	1	percents-a	1
Stu_09	Fractions-P2	step-1	2024-03-02 09:34:28	correct	fractions	4	fractions-c	3
Stu_09	Percents-P4	step-2	2024-03-02 09:36:41	correct	percents	2	percents-b	1
Stu_09	Fractions-P2	step-2	2024-03-02 09:37:20	correct	fractions	5	fractions-a	2
Stu_09	Decimals-P2	step-1	2024-03-02 09:41:18	incorrect	decimals	5	decimals-c	1
Stu_09	Fractions-P4	step-2	2024-03-02 09:42:57	correct	fractions	6	fractions-b	1
Stu_09	Percents-P3	step-2	2024-03-02 09:47:20	incorrect	percents	3	percents-c	1
Stu_09	Fractions-P1	step-1	2024-03-02 09:49:39	incorrect	fractions	7	fractions-a	3
Stu_09	Fractions-P5	step-2	2024-03-02 09:51:54	incorrect	fractions	8	fractions-a	4
Stu_09	Ratios-P5	step-1	2024-03-02 09:53:47	incorrect	ratios	5	ratios-c	2
Stu_09	Ratios-P5	step-2	2024-03-02 09:56:17	correct	ratios	6	ratios-a	3
Stu_09	Percents-P1	step-2	2024-03-02 09:57:24	correct	percents	4	percents-b	2
Stu_09	Decimals-P5	step-2	2024-03-02 10:01:28	incorrect	decimals	6	decimals-a	3
Stu_09	Decimals-P4	step-1	2024-03-02 10:06:10	correct	decimals	7	decimals-a	4
Stu_09	Percents-P4	step-1	2024-03-02 10:10:22	incorrect	percents	5	percents-a	2
Stu_09	Ratios-P3	step-1	2024-03-02 10:13:00	correct	ratios	7	ratios-b	2
Stu_09	Ratios-P2	step-1	2024-03-02 10:14:23	incorrect	ratios	8	ratios-c	3
Stu_09	Decimals-P5	step-1	2024-03-02 10:18:00	correct	decimals	8	decimals-c	2
Stu_09	Fractions-P3	step-1	2024-03-02 10:22:54	incorrect	fractions	9	fractions-b	2
Stu_09	Ratios-P1	step-1	2024-03-02 10:23:51	correct	ratios	9	ratios-a	4
Stu_09	Percents-P2	step-1	2024-03-02 10:24:33	correct	percents	6	percents-c	2
Stu_09	Percents-P1	step-1	2024-03-02 10:29:16	correct	percents	7	percents-a	3
Stu_09	Decimals-P3	step-2	2024-03-02 10:31:20	incorrect	decimals	9	decimals-c	3
Stu_09	Fractions-P1	step-2	2024-03-02 10:34:35	correct	fractions	10	fractions-b	3
Stu_09	Percents-P3	step-1	2024-03-02 10:39:14	correct	percents	8	percents-b	3
Stu_09	Percents-P2	step-2	2024-03-02 10:41:47	correct	percents	9	percents-a	4
Stu_09	Ratios-P1	step-2	2024-03-02 10:46:05	correct	ratios	10	ratios-b	3
Stu_09	Percents-P5	step-1	2024-03-02 10:49:38	incorrect	percents	10	percents-c	3
Stu_09	Decimals-P3	step-1	2024-03-02 10:54:16	correct	decimals	10	decimals-b	3
Stu_10	Percents-P2	step-1	2024-03-03 09:02:26	correct	percents	1	percents-c	1
Stu_10	Percents-P4	step-2	2024-03-03 09:04:18	incorrect	percents	2	percents-b	1
Stu_10	Ratios-P3	step-2	2024-03-03 09:07:02	incorrect	ratios	1	ratios-c	1
Stu_10	Decimals-P3	step-1	2024-03-03 09:08:59	incorrect	decimals	1	decimals-b	1
Stu_10	Ratios-P3	step-1	2024-03-03 09:10:37	correct	ratios	2	ratios-b	1
Stu_10	Fractions-P3	step-1	2024-03-03 09:11:35	incorrect	fractions	1	fractions-b	1
Stu_10	Fractions-P3	step-2	2024-03-03 09:13:27	incorrect	fractions	2	fractions-c	1
Stu_10	Decimals-P4	step-1	2024-03-03 09:15:17	incorrect	decimals	2	decimals-a	1
Stu_10	Ratios-P5	step-1	2024-03-03 09:19:07	correct	ratios	3	ratios-c	2
Stu_10	Fractions-P5	step-2	2024-03-03 09:21:26	correct	fractions	3	fractions-a	1
Stu_10	Fractions-P5	step-1	2024-03-03 09:24:55	correct	fractions	4	fractions-c	2
Stu_10	Decimals-P5	step-2	2024-03-03 09:26:59	incorrect	decimals	3	decimals-a	2
Stu_10	Percents-P4	step-1	2024-03-03 09:30:55	incorrect	percents	3	percents-a	1
Stu_10	Decimals-P1	step-2	2024-03-03 09:32:06	incorrect	decimals	4	decimals-b	2
Stu_10	Fractions-P2	step-1	2024-03-03 09:35:06	correct	fractions	5	fractions-c	3
Stu_10	Ratios-P5	step-2	2024-03-03 09:39:57	correct	ratios	4	ratios-a	1
Stu_10	Decimals-P3	step-2	2024-03-03 09:43:56	correct	decimals	5	decimals-c	1
Stu_10	Percents-P3	step-1	2024-03-03 09:45:20	incorrect	percents	4	percents-b	2
Stu_10	Fractions-P4	step-2	2024-03-03 09:47:51	correct	fractions	6	fractions-b	2
Stu_10	Percents-P3	step-2	2024-03-03 09:51:04	incorrect	percents	5	percents-c	2
Stu_10	Fractions-P4	step-1	2024-03-03 09:55:07	incorrect	fractions	7	fractions-a	2
Stu_10	Decimals-P4	step-2	2024-03-03 09:55:48	correct	decimals	6	decimals-b	3
Stu_10	Decimals-P1	step-1	2024-03-03 09:57:33	incorrect	decimals	7	decimals-a	3
Stu_10	Percents-P5	step-1	2024-03-03 10:01:12	correct	percents	6	percents-c	3
Stu_10	Percents-P5	step-2	2024-03-03 10:05:54	correct	percents	7	percents-a	2
Stu_10	Decimals-P2	step-1	2024-03-03 10:06:25	correct	decimals	8	decimals-c	2
Stu_10	Ratios-P4	step-1	2024-03-03 10:07:35	incorrect	ratios	5	ratios-a	2
Stu_10	Fractions-P1	step-2	2024-03-03 10:08:25	correct	fractions	8	fractions-b	3
Stu_10	Fractions-P1	step-1	2024-03-03 10:11:23	correct	fractions	9	fractions-a	3
Stu_10	Percents-P1	step-1	2024-03-03 10:12:12	correct	percents	8	percents-a	3
Stu_10	Ratios-P1	step-1	2024-03-03 10:17:05	incorrect	ratios	6	ratios-a	3
Stu_10	Decimals-P2	step-2	2024-03-03 10:19:32	correct	decimals	9	decimals-a	4
Stu_10	Percents-P2	step-2	2024-03-03 10:24:02	incorrect	percents	9	percents-a	4
Stu_10	Fractions-P2	step-2	2024-03-03 10:24:34	correct	fractions	10	fractions-a	4
Stu_10	Percents-P1	step-2	2024-03-03 10:28:00	incorrect	percents	10	percents-b	3
Stu_10	Ratios-P2	step-2	2024-03-03 10:32:32	incorrect	ratios	7	ratios-a	4
Stu_10	Decimals-P5	step-1	2024-03-03 10:36:57	correct	decimals	10	decimals-c	3
Stu_10	Ratios-P4	step-2	2024-03-03 10:38:52	correct	ratios	8	ratios-b	2
Stu_10	Ratios-P2	step-1	2024-03-03 10:43:49	correct	ratios	9	ratios-c	3
Stu_10	Ratios-P1	step-2	2024-03-03 10:44:25	correct	ratios	10	ratios-b	3
Stu_11	Decimals-P3	step-1	2024-03-04 09:03:35	correct	decimals	1	decimals-b	1
Stu_11	Ratios-P2	step-1	2024-03-04 09:04:14	incorrect	ratios	1	ratios-c	1
Stu_11	Fractions-P4	step-1	2024-03-04 09:08:30	incorrect	fractions	1	fractions-a	1
Stu_11	Percents-P5	step-2	2024-03-04 09:10:05	incorrect	percents	1	percents-a	1
Stu_11	Fractions-P1	step-1	2024-03-04 09:14:39	correct	fractions	2	fractions-a	2
Stu_11	Fractions-P2	step-1	2024-03-04 09:16:33	correct	fractions	3	fractions-c	1
Stu_11	Decimals-P1	step-1	2024-03-04 09:20:16	correct	decimals	2	decimals-a	1
Stu_11	Ratios-P5	step-2	2024-03-04 09:22:45	correct	ratios	2	ratios-a	1
Stu_11	Fractions-P1	step-2	2024-03-04 09:26:23	correct	fractions	4	fractions-b	1
Stu_11	Decimals-P2	step-2	2024-03-04 09:29:08	incorrect	decimals	3	decimals-a	2
Stu_11	Percents-P2	step-1	2024-03-04 09:34:05	incorrect	percents	2	percents-c	1
Stu_11	Ratios-P1	step-2	2024-03-04 09:36:00	correct	ratios	3	ratios-b	1
Stu_11	Percents-P3	step-2	2024-03-04 09:38:28	incorrect	percents	3	percents-c	2
Stu_11	Decimals-P4	step-1	2024-03-04 09:41:14	correct	decimals	4	decimals-a	3
Stu_11	Ratios-P5	step-1	2024-03-04 09:43:31	correct	ratios	4	ratios-c	2
Stu_11	Decimals-P5	step-1	2024-03-04 09:48:28	correct	decimals	5	decimals-c	1
Stu_11	Fractions-P4	step-2	2024-03-04 09:51:55	correct	fractions	5	fractions-b	2
Stu_11	Percents-P1	step-2	2024-03-04 09:54:43	correct	percents	4	percents-b	1
Stu_11	Ratios-P2	step-2	2024-03-04 09:59:21	correct	ratios	5	ratios-a	2
Stu_11	Ratios-P4	step-1	2024-03-04 10:04:07	incorrect	ratios	6	ratios-a	3
Stu_11	Decimals-P4	step-2	2024-03-04 10:07:32	correct	decimals	6	decimals-b	2
Stu_11	Decimals-P2	step-1	2024-03-04 10:08:42	correct	decimals	7	decimals-c	2
Stu_11	Fractions-P3	step-2	2024-03-04 10:13:13	correct	fractions	6	fractions-c	2
Stu_11	Ratios-P3	step-1	2024-03-04 10:16:31	correct	ratios	7	ratios-b	2
Stu_11	Percents-P4	step-2	2024-03-04 10:17:32	correct	percents	5	percents-b	2
Stu_11	Percents-P5	step-1	2024-03-04 10:18:58	incorrect	percents	6	percents-c	3
Stu_11	Fractions-P5	step-1	2024-03-04 10:21:24	correct	fractions	7	fractions-c	3
Stu_11	Fractions-P2	step-2	2024-03-04 10:25:02	correct	fractions	8	fractions-a	3
Stu_11	Ratios-P3	step-2	2024-03-04 10:27:43	correct	ratios	8	ratios-c	3
Stu_11	Ratios-P1	step-1	2024-03-04 10:32:36	correct	ratios	9	ratios-a	4
Stu_11	Percents-P1	step-1	2024-03-04 10:34:51	correct	percents	7	percents-a	2
Stu_11	Percents-P3	step-1	2024-03-04 10:37:16	correct	percents	8	percents-b	3
Stu_11	Percents-P4	step-1	2024-03-04 10:40:10	correct	percents	9	percents-a	3
Stu_11	Fractions-P5	step-2	2024-03-04 10:41:48	correct	fractions	9	fractions-a	4
Stu_11	Fractions-P3	step-1	2024-03-04 10:45:35	correct	fractions	10	fractions-b	3
Stu_11	Ratios-P4	step-2	2024-03-04 10:47:47	correct	ratios	10	ratios-b	3
Stu_11	Decimals-P1	step-2	2024-03-04 10:52:08	correct	decimals	8	decimals-b	3
Stu_11	Decimals-P3	step-2	2024-03-04 10:55:35	correct	decimals	9	decimals-c	3
Stu_11	Percents-P2	step-2	2024-03-04 10:57:11	incorrect	percents	10	percents-a	4
Stu_11	Decimals-P5	step-2	2024-03-04 11:02:00	correct	decimals	10	decimals-a	4
Stu_12	Fractions-P2	step-1	2024-03-05 09:03:13	correct	fractions	1	fractions-c	1
Stu_12	Percents-P3	step-1	2024-03-05 09:04:37	correct	percents	1	percents-b	1
Stu_12	Fractions-P3	step-1	2024-03-05 09:07:38	correct	fractions	2	fractions-b	1
Stu_12	Ratios-P2	step-2	2024-03-05 09:08:41	correct	ratios	1	ratios-a	1
Stu_12	Ratios-P1	step-1	2024-03-05 09:13:14	incorrect	ratios	2	ratios-a	2
Stu_12	Decimals-P2	step-2	2024-03-05 09:17:53	correct	decimals	1	decimals-a	1
Stu_12	Ratios-P2	step-1	2024-03-05 09:19:35	correct	ratios	3	ratios-c	1
Stu_12	Decimals-P4	step-1	2024-03-05 09:21:16	correct	decimals	2	decimals-a	2
Stu_12	Ratios-P5	step-2	2024-03-05 09:25:38	correct	ratios	4	ratios-a	3
Stu_12	Decimals-P5	step-1	2024-03-05 09:28:45	correct	decimals	3	decimals-c	1
Stu_12	Ratios-P4	step-1	2024-03-05 09:32:21	correct	ratios	5	ratios-a	4
Stu_12	Fractions-P4	step-2	2024-03-05 09:33:46	correct	fractions	3	fractions-b	2
Stu_12	Ratios-P3	step-2	2024-03-05 09:37:45	correct	ratios	6	ratios-c	2
Stu_12	Percents-P4	step-2	2024-03-05 09:40:02	correct	percents	2	percents-b	2
Stu_12	Percents-P2	step-1	2024-03-05 09:44:48	incorrect	percents	3	percents-c	1
Stu_12	Decimals-P5	step-2	2024-03-05 09:46:24	incorrect	decimals	4	decimals-a	3
Stu_12	Fractions-P3	step-2	2024-03-05 09:49:41	correct	fractions	4	fractions-c	2
Stu_12	Decimals-P1	step-1	2024-03-05 09:54:12	correct	decimals	5	decimals-a	4
Stu_12	Ratios-P3	step-1	2024-03-05 09:56:05	correct	ratios	7	ratios-b	1
Stu_12	Fractions-P5	step-2	2024-03-05 10:00:31	correct	fractions	5	fractions-a	1
Stu_12	Ratios-P5	step-1	2024-03-05 10:04:50	correct	ratios	8	ratios-c	3
Stu_12	Decimals-P1	step-2	2024-03-05 10:05:56	incorrect	decimals	6	decimals-b	1
Stu_12	Fractions-P1	step-1	2024-03-05 10:09:35	correct	fractions	6	fractions-a	2
Stu_12	Decimals-P2	step-1	2024-03-05 10:11:26	incorrect	decimals	7	decimals-c	2
Stu_12	Fractions-P2	step-2	2024-03-05 10:14:59	correct	fractions	7	fractions-a	3
Stu_12	Decimals-P3	step-2	2024-03-05 10:16:12	correct	decimals	8	decimals-c	3
Stu_12	Fractions-P4	step-1	2024-03-05 10:19:08	correct	fractions	8	fractions-a	4
Stu_12	Percents-P4	step-1	2024-03-05 10:21:45	correct	percents	4	percents-a	1
Stu_12	Fractions-P1	step-2	2024-03-05 10:24:48	correct	fractions	9	fractions-b	3
Stu_12	Ratios-P4	step-2	2024-03-05 10:25:47	correct	ratios	9	ratios-b	2
Stu_12	Fractions-P5	step-1	2024-03-05 10:28:12	correct	fractions	10	fractions-c	3
Stu_12	Decimals-P3	step-1	2024-03-05 10:31:13	correct	decimals	9	decimals-b	2
Stu_12	Percents-P2	step-2	2024-03-05 10:32:04	correct	percents	5	percents-a	2
Stu_12	Percents-P5	step-2	2024-03-05 10:35:23	correct	percents	6	percents-a	3
Stu_12	Percents-P1	step-1	2024-03-05 10:37:59	incorrect	percents	7	percents-a	4
Stu_12	Percents-P3	step-2	2024-03-05 10:40:14	correct	percents	8	percents-c	2
Stu_12	Decimals-P4	step-2	2024-03-05 10:43:56	correct	decimals	10	decimals-b	3
Stu_12	Ratios-P1	step-2	2024-03-05 10:46:58	correct	ratios	10	ratios-b	3
Stu_12	Percents-P5	step-1	2024-03-05 10:51:11	correct	percents	9	percents-c	3
Stu_12	Percents-P1	step-2	2024-03-05 10:52:50	incorrect	percents	10	percents-b	3
